epoch,iso_time,monotonic,event,raw_count,mux_count,gated_count,raw,mux,gate_enable,ignore_active,abnormal_level,fault_event,gated,motion_probe_input,motion_type,task_state,task_mode,interp_state,exec_state,current_line,motion_line,probe_val,inpos,current_vel,x,y,z,b,c,file
1787815665.811543,2026-08-27T14:27:45.811+07:00,530998.419951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815666.811531,2026-08-27T14:27:46.811+07:00,530999.419952,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815667.821511,2026-08-27T14:27:47.821+07:00,531000.429951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815668.821514,2026-08-27T14:27:48.821+07:00,531001.429951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815669.821514,2026-08-27T14:27:49.821+07:00,531002.429952,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815670.831512,2026-08-27T14:27:50.831+07:00,531003.439949,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815671.831526,2026-08-27T14:27:51.831+07:00,531004.439951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815672.841513,2026-08-27T14:27:52.841+07:00,531005.449951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815673.851515,2026-08-27T14:27:53.851+07:00,531006.459950,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815674.851524,2026-08-27T14:27:54.851+07:00,531007.459951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815675.851523,2026-08-27T14:27:55.851+07:00,531008.459951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815676.861510,2026-08-27T14:27:56.861+07:00,531009.469950,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815677.861514,2026-08-27T14:27:57.861+07:00,531010.469950,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815678.871531,2026-08-27T14:27:58.871+07:00,531011.479950,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815679.871523,2026-08-27T14:27:59.871+07:00,531012.479952,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,1,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815680.881515,2026-08-27T14:28:00.881+07:00,531013.489951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,28.284271247,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815681.891517,2026-08-27T14:28:01.891+07:00,531014.499951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,28.284271247,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815682.901543,2026-08-27T14:28:02.901+07:00,531015.509954,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,28.284271247,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815683.901543,2026-08-27T14:28:03.901+07:00,531016.509958,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,28.284271247,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815684.911560,2026-08-27T14:28:04.911+07:00,531017.519954,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,28.284271247,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815685.921519,2026-08-27T14:28:05.921+07:00,531018.529953,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,28.284271247,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815686.931527,2026-08-27T14:28:06.931+07:00,531019.539950,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,28.284271247,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
